# module	maxHeartbeats	maxRecDepth	import-Mathlib-whole
# Generated by scripts/check-elab-cost.py --update-baseline.
# These numbers may only go DOWN. See the module docstring for why this
# gate ratchets declarations and not wall time.
Dregg2.Circuit.Emit.LightClientMinaHashFold	0	8192	0
Dregg2.Circuit.Emit.LightClientMinaLinkAir	1600000	8000	0
Dregg2.Circuit.Emit.LightClientSolHashFold	0	8192	0
Dregg2.Circuit.Emit.LightClientSolStakeFoldAir	1600000	0	0
Dregg2.Circuit.Emit.LightClientSolanaAir	1600000	0	0
Dregg2.Circuit.Emit.LightClientTendermintAir	800000	0	0
Dregg2.Circuit.Emit.LightClientTmHashFold	0	8192	0
Dregg2.Circuit.Emit.MinaAccumulatorAir	0	40000	0
Dregg2.Circuit.Emit.MinaBlockFqTranscript	0	400000	0
Dregg2.Circuit.Emit.MinaBodyPreimageBitsAir	3200000	2000000	0
Dregg2.Circuit.Emit.MinaBodyPreimageSeams	0	100000	0
Dregg2.Circuit.Emit.MinaFinalizeScalars	4000000000	1000000	0
Dregg2.Circuit.Emit.MinaFinalizeScalarsProg	400000000	1000000	0
Dregg2.Circuit.Emit.MinaFinalizeScalarsWeld	4000000000	1000000	0
Dregg2.Circuit.Emit.MinaOpeningCheckWeld	4000000	20000000	0
Dregg2.Circuit.Emit.MinaPhase1Chain	0	4000000	0
Dregg2.Circuit.Emit.MinaPhase1TapeBinding	4000000	20000000	0
Dregg2.Circuit.Emit.MinaPhase2Chain	0	400000	0
Dregg2.Circuit.Emit.MinaPreambleLegsAir	0	20000	0
Dregg2.Circuit.Emit.MinaRealBlockGate	0	100000	0
Dregg2.Circuit.Emit.MinaRealBlockTranscript	0	8000	0
Dregg2.Circuit.Emit.MinaSeams	0	100000	0
Dregg2.Circuit.Emit.MinaStateBodyHashChain	0	4000000	0
Dregg2.Circuit.Emit.MinaStepSrsLagrangePin	0	100000	0
Dregg2.Circuit.Emit.MinaWrapAggregationData	4000000	20000000	0
Dregg2.Circuit.Emit.MinaWrapAggregationGate	4000000	20000000	0
Dregg2.Circuit.Emit.MinaWrapClosingAir	0	40000	0
Dregg2.Circuit.Emit.MinaWrapClosingScheduled	40000000	1000000	0
Dregg2.Circuit.Emit.MinaWrapCommitMachine	0	400000	0
Dregg2.Circuit.Emit.MinaWrapCommitStages	2000000	4000000	0
Dregg2.Circuit.Emit.MinaWrapConjunctionAir	0	100000	0
Dregg2.Circuit.Emit.MinaWrapGroupData	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapGroupGate	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapOpeningGate	4000000	20000000	0
Dregg2.Circuit.Emit.MinaWrapOpeningSched	400000000	1000000	0
Dregg2.Circuit.Emit.MinaWrapOpeningWeld	8000000	20000000	0
Dregg2.Circuit.Emit.MinaWrapPublicCommGate	4000000	20000000	0
Dregg2.Circuit.Emit.MinaWrapSgChunk0	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapSgChunk1	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapSgChunk2	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapSgChunk3	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapSgCore	0	4000000	0
Dregg2.Circuit.Emit.MinaWrapVerifierAir	8000000	100000	0
Dregg2.Circuit.Emit.MinaWrapVerifierProgram	0	100000	0
Dregg2.Circuit.Emit.MinaWrapVerifierSponge	0	400000	0
Dregg2.Circuit.Emit.MinaWrapVerifierSpongeFp	0	400000	0
Dregg2.Circuit.Emit.MinaWrapVkDigestChain	4000000	20000000	0
Dregg2.Circuit.Emit.MinaWrapXiAggregateMsm	4000000	4000000	0
Dregg2.Circuit.Emit.MinaWrapXiBasisWeld	4000000	4000000	0
Dregg2.Circuit.Emit.MinaWrapXiEndoLift	4000000	4000000	0
Dregg2.Circuit.Emit.MinaWrapXiScalarWeld	4000000	4000000	0
Dregg2.Circuit.Emit.OwnerFreezeWire	0	20000	0
Dregg2.Circuit.Emit.ParamComposeRefine	0	8000	0
Dregg2.Circuit.Emit.PastaAddSubSound	0	40000	0
Dregg2.Circuit.Emit.PastaBasePrime	0	8000	0
Dregg2.Circuit.Emit.PastaConeCensus	2000000	40000	0
Dregg2.Circuit.Emit.PastaCurveScheduled	4000000	1000000	0
Dregg2.Circuit.Emit.PastaCurveSound	4000000	40000	0
Dregg2.Circuit.Emit.PastaFieldSound	0	40000	0
Dregg2.Circuit.Emit.PastaLadderThread	0	40000	0
Dregg2.Circuit.Emit.PastaMsmBound	0	100000	0
Dregg2.Circuit.Emit.PastaMsmBucketed	0	8000	0
Dregg2.Circuit.Emit.PastaMsmLayouts	0	8000	0
Dregg2.Circuit.Emit.PastaMsmOnCurve	0	400000	0
Dregg2.Circuit.Emit.PastaMsmScalarDerive	0	1000000	0
Dregg2.Circuit.Emit.PastaMsmSliced	0	40000	0
Dregg2.Circuit.Emit.PastaMsmWindowed	0	40000	0
Dregg2.Circuit.Emit.PastaScalarPrime	0	8000	0
Dregg2.Circuit.Emit.PastaSzMul	0	40000	0
Dregg2.Circuit.Emit.PiDeclarationDeployed	4000000	40000	0
Dregg2.Circuit.Emit.PicklesDerivePlonkRealGate	0	4000	0
Dregg2.Circuit.Emit.PicklesFinalize	0	8000	0
Dregg2.Circuit.Emit.PicklesRecursion	0	40000	0
Dregg2.Circuit.Emit.PicklesTranscriptBinding	0	4000	0
Dregg2.Circuit.Emit.PicklesVerifyPreamble	0	8192	0
Dregg2.Circuit.Emit.PinsTiedCensus	0	8000	0
